iso3c,country,year,current_account_pct_gdp,reserves_months_imports,inflation_cpi_pct,gov_debt_pct_gdp,fiscal_balance_pct_gdp,gdp_usd_current,gdp_growth_real_pct,gdp_per_capita_usd
ABW,Aruba,2000,11.0568722640362,1.78503430604379,,,,1873452513.96648,7.62292064930222,20681.0230269625
ABW,Aruba,2001,16.2808742441801,2.27534437577256,,,,1896456983.24022,4.1820016304779,20740.1325828172
ABW,Aruba,2002,-17.3434518893983,2.5581156083721,3.3152467858543,,,1961843575.41899,-0.944953481157384,21307.2482505267
ABW,Aruba,2003,-8.0990226731093,2.15484096392716,3.65636507938414,,,2044111731.84358,1.11050459944282,21949.4859960868
ABW,Aruba,2004,12.0136853291022,0.937017800239188,2.52912946932762,,,2254830726.25698,7.29372807096192,23700.6319899197
ABW,Aruba,2005,4.44757292760029,0.704990474410339,3.39778677828807,,,2360017318.43575,-0.383137672063768,24171.8371325422
ABW,Aruba,2006,12.5742113280132,0.852870309360599,3.60802438784539,,,2469782681.56425,1.12741146411624,24845.65848362
ABW,Aruba,2007,9.64536035842434,0.855744944893461,5.39256784475513,,,2677641340.78212,3.0895443848509,26736.3089444046
ABW,Aruba,2008,0.00393003438387262,1.18599382098509,8.95598705177788,,,2843024581.00559,1.83575517191368,28171.9094008501
ABW,Aruba,2009,6.72239127248545,2.50264881835759,-2.13542872046934,,,2553793296.08939,-11.6777413693852,25134.7712303589
ABW,Aruba,2010,-18.7525373189382,3.76354670355262,2.07814071860783,,,2453597206.70391,-2.73345679250639,24093.1401510626
ABW,Aruba,2011,-9.8776559966521,1.17471977058045,4.31629742195208,,,2637859217.87709,3.36923718421511,25712.3843015186
ABW,Aruba,2012,3.47345127544661,3.05345052783429,0.627471992893336,,,2615208379.88827,-1.04079988436683,25119.6655449838
ABW,Aruba,2013,-11.8132064186599,3.18146073203588,-2.37206524252255,,,2727849720.67039,6.43148260418822,25813.5767274227
ABW,Aruba,2014,-4.65857687581845,3.39213963391281,0.421440918881169,,,2790849720.67039,-1.58657513817235,26129.8390617693
ABW,Aruba,2015,3.99414168614572,4.24241135576558,0.474763597342611,,,2962907262.56983,-0.623625902371245,27458.2253310273
ABW,Aruba,2016,4.73177774121447,5.03557327314366,-0.931195987079601,,,2983635195.53073,1.71962497989442,27441.5296617282
ABW,Aruba,2017,1.11979544978693,4.80169322264786,-1.02828178762003,,,3092429050.27933,7.04853338603499,28440.051963759
ABW,Aruba,2018,-0.591367072740337,4.61716936332366,3.62604141352957,,,3276184357.5419,2.39708619981323,30082.1276448186
ABW,Aruba,2019,2.49710965476204,4.73765122446843,4.25746204335427,,,3395798882.68156,-2.23244202651868,31096.2050738676
ABW,Aruba,2020,-12.7507541445433,8.12875540805487,,,,2481857122.8401,-26.2118202145169,22855.9323200761
ABW,Aruba,2021,2.70553036523941,8.60890892631564,,,,2929446578.25104,24.1326273569798,27200.0610793969
ABW,Aruba,2022,7.03054716243499,6.97828441803821,,,,3279343543.60416,8.51791810517545,30559.5335346581
ABW,Aruba,2023,5.33080727344513,5.82381270702624,,,,3648573136.15155,4.26371941452948,33984.7906198041
AFE,Africa Eastern and Southern,2000,,9.44807487356024,,,,287201651521.163,3.21216748277074,707.120377674078
AFE,Africa Eastern and Southern,2001,,9.86843989835455,,,0.450652142615458,260992228316.31,3.50548806176488,626.169149753934
AFE,Africa Eastern and Southern,2002,,8.14347466554789,,,-1.38288195588875,267815037639.861,3.83384813978296,625.998816166344
AFE,Africa Eastern and Southern,2003,,6.59825763355395,,,-4.19026057158522,355716369817.829,2.95293851342404,809.968140498029
AFE,Africa Eastern and Southern,2004,,5.26059381949745,,,0.622391482935015,442696186423.428,5.55444775546961,981.744631574583
AFE,Africa Eastern and Southern,2005,,5.06839776441306,,,-0.679545437729027,516661066865.396,6.16249334973169,1115.71395657647
AFE,Africa Eastern and Southern,2006,,5.92176720736218,,,4.26449939885165,580240750535.502,6.57743860346748,1220.00246913408
AFE,Africa Eastern and Southern,2007,,5.82811458403373,,,3.25842125223995,665598701333.933,6.64693504718772,1362.31065164416
AFE,Africa Eastern and Southern,2008,,4.79155923600403,12.6574601863917,,0.881542025044179,713502106251.46,4.36617310328631,1421.11861281885
AFE,Africa Eastern and Southern,2009,,5.88809626437024,8.71893103461615,,-4.90541515166638,715485349813.383,0.892651361101571,1386.59024970969
AFE,Africa Eastern and Southern,2010,,5.1082263515432,4.50923691774372,,-2.59741477408876,849409606774.9,5.20794344063218,1601.72765054704
AFE,Africa Eastern and Southern,2011,,4.86915635926818,8.45987233408586,,-1.40879618771055,945439030450.479,4.05892327211205,1735.58492331253
AFE,Africa Eastern and Southern,2012,,4.99223473745252,8.9396468278821,,-1.62932588858837,952998471719.373,1.76796954241274,1702.9691001504
AFE,Africa Eastern and Southern,2013,,4.85390425710992,5.74883133553456,,-3.12945904673183,962441293816.426,4.31772516764461,1673.22110186487
AFE,Africa Eastern and Southern,2014,,4.6712312044592,5.3702896100859,,-4.13843710788694,978743758351.278,4.01435055814143,1656.16770915726
AFE,Africa Eastern and Southern,2015,,5.13446823759736,5.24587835022454,,-4.17513081722048,898308853395.359,3.00336692879381,1479.61525980543
AFE,Africa Eastern and Southern,2016,,6.06596246006762,6.59650490696546,,-3.74691738507004,828961170566.435,2.19599120737905,1329.80728479234
AFE,Africa Eastern and Southern,2017,,5.38262138968123,6.3993434156938,,-4.66612311452056,973025126473.894,2.69623782915109,1520.21223076132
AFE,Africa Eastern and Southern,2018,,4.82652339578126,4.72080474200537,,-3.82014144420121,1012291194268.21,2.66503807456537,1538.90167917284
AFE,Africa Eastern and Southern,2019,,5.30826031587624,4.64496717329564,,-3.44183082434332,1009746517725.42,2.20034043292388,1493.81793829992
AFE,Africa Eastern and Southern,2020,,6.58113705615228,5.40516207933395,,-7.22336952660814,933407232177.078,-2.85978392104712,1344.10320999294
AFE,Africa Eastern and Southern,2021,,5.38207299559993,7.24097765588445,,-4.55986380048822,1085604883589.65,4.56356807595664,1522.3933455926
AFE,Africa Eastern and Southern,2022,,4.29967248725826,10.7737512242899,,-4.09165241668772,1191638638185.25,3.55576878716199,1628.31894446307
AFE,Africa Eastern and Southern,2023,,4.68285940241378,7.12697482131851,,,1133818271029.39,1.89130738721937,1510.74295082335
AFE,Africa Eastern and Southern,2024,,5.299455176953,4.42547050381206,,,1205973813871.44,2.76680373044995,1567.63583892828
AFG,Afghanistan,2000,,,,,,3521418059.92345,,174.930991430166
AFG,Afghanistan,2001,,,,,,2813571753.87253,-9.4319740700862,138.706821676113
AFG,Afghanistan,2002,,,,,,3825701438.99963,28.6000011706788,178.954088379235
AFG,Afghanistan,2003,,,,,,4520946818.54581,8.83227780288267,198.871115728727
AFG,Afghanistan,2004,,,,,,5224896718.67782,1.41411799339429,221.763653873013
AFG,Afghanistan,2005,,,,,,6203256538.70967,11.2297148272859,254.184249149336
AFG,Afghanistan,2006,,,6.78459655001656,,-2.05267546429388,6971758282.29351,5.35740324748592,274.218553561575
AFG,Afghanistan,2007,,,8.68057078513405,,-1.74900704735252,9747886187.39393,13.8263195471281,376.223152003876
AFG,Afghanistan,2008,-2.35799044700136,9.42513728779039,26.4186641547444,,-2.33284862544039,10109297047.5432,3.92498381999467,381.73323802844
AFG,Afghanistan,2009,2.23601941932175,12.2056050228344,-6.81116108898994,,0.283261805159932,12416152732.0567,21.3905283926492,452.053705477043
AFG,Afghanistan,2010,-3.64331388234628,10.4573872731044,2.17853752389419,,1.5031237019132,15856668555.8336,14.3624414710737,560.621505463146
AFG,Afghanistan,2011,-12.6195382087159,10.3439728750425,11.8041858089129,,-0.630811517861432,17805098206.3141,0.426354776777345,606.694676337726
AFG,Afghanistan,2012,-25.8706814974751,8.67720885361815,6.44121280934116,,-0.640739779224387,19907329777.5872,12.7522870926697,651.417134470046
AFG,Afghanistan,2013,-25.290058564309,8.58813766628177,7.38577178397856,,2.28247071623154,20146416757.5987,5.60074465863221,637.087099117099
AFG,Afghanistan,2014,-15.7724198274304,10.7026948461815,4.67399603536345,,-1.94743593413573,20497128555.6972,2.72454336219565,625.054941813938
AFG,Afghanistan,2015,-21.9126573355151,9.77019396043118,-0.661709164713771,,-1.28044038464162,19134221644.7325,1.45131466066431,565.569730408751
AFG,Afghanistan,2016,-14.9501951919169,11.8280603760738,4.38389195513915,,0.675796502619667,18116572395.0772,2.26031420279821,522.082215583898
AFG,Afghanistan,2017,-18.9559612272258,12.1342766418313,4.97595150553836,,0.355603091056577,18753456497.8159,2.6470032027451,525.469770891619
AFG,Afghanistan,2018,-21.5852741164653,12.178586861258,0.626149149168802,,,18053222687.4126,1.18922812944517,491.337221382603
AFG,Afghanistan,2019,-20.1704643881064,13.7489091058633,2.30237251516839,,,18799444490.1128,3.91160341625552,496.6025042585
AFG,Afghanistan,2020,-15.7183027911684,16.6316336551941,5.60188791482222,,,19955929052.1496,-2.35110067203466,510.787063366811
AFG,Afghanistan,2021,,,5.1332034082496,,,14259995441.0759,-20.7388393676343,356.496214115892
AFG,Afghanistan,2022,,,13.7121023720065,,,14497243872.1337,-6.24017199240269,357.261152798144
AFG,Afghanistan,2023,,,-4.64470870797776,,,17152234636.8715,2.26694373649188,413.757894705303
AFG,Afghanistan,2024,,,-6.60118564073727,,,,,
AFW,Africa Western and Central,2000,,7.17812815606211,,,,142140075688.035,3.84247862865107,516.932316255791
AFW,Africa Western and Central,2001,,6.31602672774639,,,,150058483260.659,5.20703261923458,530.653167771193
AFW,Africa Western and Central,2002,,4.33426173133459,,,,179390065281.314,9.96880211391937,616.796032637998
AFW,Africa Western and Central,2003,,3.41285869003094,,,,207754986323.249,5.59767740206748,694.500937581338
AFW,Africa Western and Central,2004,,7.72496551595871,,,,258566656910.949,8.09467311087808,840.252085094615
AFW,Africa Western and Central,2005,,8.61505505665419,,,,317096476047.265,5.91211088087498,1001.60460688173
AFW,Africa Western and Central,2006,,10.9696535472734,,,,402724221239.257,5.3551836976997,1236.62812739554
AFW,Africa Western and Central,2007,,9.22898997730194,5.36913473801957,,,471537814858.507,5.50232868990643,1407.64205786994
